10
22 67
55 68 2
60 77 60
12 43 32
27 29 21
48 60 92
8 51 84
45 72 60
53 59 23
65 68 5
47 88 33
58 90 64
4 93 29
51 62 56
71 92 68
8 44 51
19 40 67
5 51 93
66 78 55
2 37 3
31 73 8
35 82 82
27 93 95
45 73 83
37 61 28
59 81 34
2 42 84
56 77 15
59 68 7
54 89 21
40 67 58
43 68 12
7 48 65
16 50 93
81 86 66
25 91 47
19 39 86
1 3 28
29 67 11
6 74 38
46 90 83
43 77 42
5 26 100
2 65 38
22 44 69
2 28 34
75 84 5
30 50 67
77 87 26
51 68 42
42 48 50
34 58 52
61 90 100
4 83 51
27 64 78
6 55 54
1 79 86
7 74 17
56 69 71
16 24 45
1 6 70
3 47 51
31 83 21
2 6 20
13 68 55
7 78 39
85 91 68
17 51 58
77 91 74
5 76 5
67 84 71
33 53 69
47 92 8
32 38 8
28 90 59
58 87 81
15 41 17
64 70 90
52 70 76
7 50 36
45 55 10
10 57 33
59 61 20
13 88 64
43 59 89
63 70 61
27 74 26
7 58 37
1 31 65
7 37 98
61 81 86
10 23 80
44 48 65
50 70 64
25 89 31
9 29 45
40 54 77
34 39 81
15 62 16
4 28 39
10 88 9
64 90 24
30 72 91
26 40 82
49 88 25
39 61 15
65 88 58
57 87 70
43 50 98
58 72 49
21 69 14
3 41 13
9 23 41
31 37 73
29 61 69
9 33 60
10 69 68
13 14 72
35 74 61
52 67 20
2 59 3
24 38 65
14 38 59
34 69 6
10 40 73
49 56 65
51 86 45
87 93 72
40 63 31
3 32 58
27 77 74
11 22 91
25 81 57
9 21 36
4 12 83
82 88 25
45 79 80
31 74 68
54 61 24
45 50 68
30 31 67
16 88 10
23 69 7
17 29 29
40 49 99
36 76 79
25 78 15
1 67 46
18 93 17
29 63 95
18 48 34
8 76 28
21 23 17
57 89 71
25 79 78
1 63 61
54 79 85
31 35 84
37 68 31
15 61 93
23 49 2
28 40 38
61 68 21
28 41 99
14 20 50
73 92 51
34 50 52
18 49 93
33 46 87
50 51 68
11 31 41
40 55 66
13 41 90
25 28 44
40 68 91
3 54 23
4 85 54
13 72 87
11 36 37
12 33 43
32 83 23
14 36 77
46 81 55
10 31 61
72 73 21
36 65 93
58 64 87
56 65 46
10 91 26
15 81 42
40 84 39
55 91 79
27 61 75
6 41 61
72 87 31
42 49 66
33 49 62
28 61 14
14 92 55
42 53 51
23 26 96
20 44 67
27 75 91
27 86 19
56 73 60
10 68 96
2 93 85
25 80 66
44 78 78
4 56 45
44 75 36
2 19 79
19 58 56
34 56 19
21 61 60
34 40 9
41 42 93
11 32 39
67 71 88
7 15 29
64 69 52
33 43 76
21 40 39
12 32 79
4 51 38
18 51 82
39 90 42
5 81 35
40 64 22
72 85 36
79 86 54
48 66 37
11 48 6
47 77 4
33 86 17
11 25 17
23 70 68
50 90 94
29 53 74
38 80 74
6 65 94
15 18 29
43 74 17
21 58 46
1 40 54
4 68 38
41 92 82
25 41 41
4 59 84
1 10 33
47 54 65
55 92 95
11 81 40
1 77 38
10 53 33
14 58 79
29 75 14
86 90 93
44 76 43
5 62 48
56 81 83
21 41 54
11 65 12
19 45 98
37 55 76
51 85 15
78 91 91
24 73 68
12 48 63
64 82 36
9 74 12
13 38 25
52 65 99
59 63 63
36 91 49
24 29 4
7 46 53
1 73 46
26 49 49
28 44 21
56 59 94
20 78 35
56 57 66
4 89 2
30 49 3
23 68 50
14 86 7
76 88 60
25 70 23
56 85 73
18 80 73
27 31 69
36 83 7
1 24 84
26 45 38
12 31 67
8 54 69
72 93 3
5 7 13
30 82 7
15 70 64
23 88 54
52 77 11
24 45 56
16 48 41
29 49 100
22 54 31
67 88 81
5 77 9
37 66 38
71 91 15
31 43 2
57 81 56
5 65 67
14 34 33
8 71 71
12 38 94
5 79 45
37 77 47
40 87 14
2 21 97
36 46 91
13 19 23
27 49 72
40 91 55
16 27 49
66 88 62
68 76 47
60 93 47
55 67 48
47 80 53
8 29 52
74 93 17
64 66 27
4 23 97
38 51 89
65 84 47
49 91 9
74 91 15
45 90 96
9 85 8
57 83 43
35 76 82
78 85 88
21 70 35
29 46 25
29 52 99
15 47 76
6 86 33
4 37 31
66 75 19
41 67 84
4 5 52
46 48 19
2 23 45
26 68 2
12 50 32
46 52 93
60 92 87
56 79 36
44 74 70
7 28 29
62 73 12
19 44 20
21 92 1
8 38 90
1 23 72
25 86 15
41 81 65
56 83 21
7 24 23
40 80 90
28 69 4
20 34 29
11 80 44
30 36 71
29 71 78
3 24 90
52 81 26
34 55 53
47 69 43
63 92 41
34 49 15
19 74 83
27 76 24
5 48 4
20 36 60
7 87 41
15 53 47
25 36 48
10 64 51
11 12 77
42 91 30
20 70 10
18 26 12
7 79 66
6 39 67
5 55 93
49 74 34
20 74 90
9 11 64
32 85 37
49 68 48
2 26 32
30 44 98
35 56 2
32 50 43
5 46 46
8 58 85
65 82 47
2 80 80
7 29 53
26 63 47
66 81 3
15 45 19
4 35 34
62 83 86
28 37 59
11 35 56
21 67 64
18 38 81
41 72 24
23 48 15
6 37 8
55 73 68
10 16 5
14 24 8
14 79 31
72 76 71
18 23 94
2 31 56
8 26 65
54 90 3
19 52 59
27 48 29
9 44 25
41 76 82
22 66 58
59 83 70
10 17 84
16 82 99
58 93 12
18 44 40
28 55 30
29 36 17
55 64 31
25 33 30
21 27 13
22 34 53
20 37 89
7 43 64
48 62 56
14 44 72
9 57 87
10 54 73
56 93 53
11 34 93
13 60 37
6 10 21
61 79 69
30 37 48
14 23 3
25 39 74
39 58 15
27 67 42
29 70 33
10 47 6
11 61 9
25 83 2
34 51 80
67 78 95
6 9 28
32 61 7
33 60 1
3 5 50
36 61 10
23 87 64
21 66 1
3 31 28
8 15 61
40 92 95
43 51 7
9 41 32
1 91 30
6 38 58
18 28 92
5 63 64
2 81 36
8 80 51
40 59 35
39 76 6
11 43 10
18 87 1
31 53 78
21 35 5
82 91 59
24 81 16
43 76 92
4 75 25
36 77 5
17 66 13
44 71 67
5 13 26
8 41 67
9 66 14
9 93 94
43 57 100
56 67 77
24 61 5
6 63 96
7 66 31
44 72 30
10 78 60
28 38 57
11 77 1
62 85 71
16 25 95
28 34 69
56 74 42
45 82 64
25 85 89
67 69 74
3 90 27
84 86 35
46 91 10
4 46 22
26 33 30
30 39 94
24 36 26
11 74 99
5 49 54
6 21 45
16 68 13
83 84 38
18 35 13
25 87 100
73 74 98
47 55 41
3 81 61
39 44 14
8 24 25
13 77 66
17 48 43
70 71 67
9 54 95
6 22 84
59 80 75
10 81 78
60 79 18
73 77 73
12 83 82
42 51 36
51 59 41
17 74 93
81 92 50
16 64 38
57 74 88
22 35 31
8 53 25
76 85 42
32 34 77
28 78 33
47 78 18
16 42 76
8 21 78
76 81 12
21 62 20
15 83 7
9 92 80
2 34 75
49 76 36
12 21 10
3 38 27
55 82 12
6 29 62
10 11 97
10 65 78
13 75 78
32 62 72
32 65 88
28 80 57
7 67 32
41 57 93
27 60 94
27 57 100
19 56 27
85 88 17
36 40 9
16 19 86
31 61 11
55 87 100
48 54 76
39 92 83
36 85 65
52 80 25
69 89 25
42 63 40
70 85 59
46 76 54
44 56 28
18 79 54
59 65 4
7 14 8
27 92 90
17 31 6
1 44 54
73 79 38
6 27 99
51 72 75
35 47 6
11 62 52
7 60 99
1 42 58
43 52 4
30 46 13
69 79 55
3 43 99
53 58 32
11 75 92
19 89 70
26 52 27
9 48 15
20 75 88
37 46 19
80 89 51
3 29 85
58 78 85
43 91 27
43 84 82
2 63 29
44 73 64
12 17 54
53 74 12
64 85 78
5 21 28
5 17 57
84 93 9
30 34 34
1 9 54
27 45 38
40 51 74
32 47 47
45 65 59
24 68 3
1 38 40
37 87 91
27 41 12
88 89 92
13 42 71
14 39 36
48 53 35
53 70 7
12 54 42
33 90 68
4 14 61
53 60 29
19 47 52
9 19 23
13 55 35
50 56 28
22 31 17
25 66 65
11 58 89
4 34 27
67 68 58
45 85 69
14 19 31
18 24 48
18 77 92
52 86 55
22 27 49
28 68 56
65 90 32
56 71 49
25 68 86
18 54 40
10 51 25
37 90 43
13 64 38
41 71 42
14 73 16
5 83 100
16 54 3
3 18 59
86 91 49
65 73 14
88 91 17
21 31 75
12 45 31
58 61 60
18 56 29
16 69 53
19 43 78
40 65 73
4 30 23
23 75 73
16 37 98
22 32 82
56 61 16
42 75 49
85 86 66
6 24 57
3 61 70
54 71 65
17 57 31
40 74 40
15 16 35
43 90 97
14 76 63
5 68 55
5 12 72
22 50 80
40 83 2
3 72 31
18 46 61
57 71 68
26 60 43
26 44 10
24 82 66
54 65 6
23 46 66
5 88 4
45 61 30
26 73 10
30 52 18
31 70 53
58 80 13
4 18 12
43 86 18
9 47 55
15 60 65
18 88 32
6 44 18
38 71 74
31 63 31
52 84 43
6 84 45
41 69 60
22 71 24
65 79 53
1 81 85
21 55 84
57 82 15
45 87 56
81 91 97
21 63 58
64 89 70
32 73 95
65 69 49
73 81 68
30 64 96
40 57 86
90 92 21
69 85 21
43 72 64
29 57 19
36 72 75
8 32 29
19 86 81
22 41 10
66 84 37
33 79 87
9 76 49
36 63 91
63 75 96
53 80 53
57 67 21
7 35 41
24 74 13
26 91 38
13 53 59
38 65 60
42 66 17
9 52 66
52 79 87
11 55 70
17 38 89
41 78 74
18 68 64
22 62 31
59 91 84
71 87 94
69 87 88
13 28 76
23 52 70
70 93 10
49 66 42
8 62 98
26 85 68
68 85 31
35 39 81
7 71 27
23 37 91
31 32 41
64 72 5
20 41 97
26 87 58
14 28 95
13 32 27
28 92 39
3 55 61
21 74 17
26 84 7
74 82 8
41 65 33
43 70 81
33 65 5
31 56 50
66 74 78
12 23 97
9 79 8
42 43 13
71 77 44
21 54 71
44 91 93
15 28 72
63 88 1
5 75 85
39 51 94
49 59 53
15 33 65
22 23 60
47 67 91
52 73 64
12 13 6
27 89 41
8 40 17
12 55 38
10 14 77
20 38 73
4 36 77
14 15 24
23 56 15
24 87 4
5 54 62
36 82 100
37 73 37
61 77 11
32 69 69
49 72 36
12 65 69
46 88 42
16 47 13
25 32 70
63 79 73
39 80 63
52 71 4
1 78 7
4 60 98
32 84 55
30 74 11
14 33 55
7 76 77
20 73 95
58 85 20
18 72 9
45 62 12
11 53 25
17 50 12
38 40 79
41 70 10
14 56 37
45 93 43
30 68 76
37 67 6
22 84 9
11 15 42
38 43 66
66 68 67
72 81 94
51 61 78
35 43 14
38 86 87
15 29 53
54 57 59
37 41 64
31 89 71
13 65 19
51 52 16
14 55 59
71 80 10
3 11 23
43 60 92
34 73 76
1 59 30
56 68 81
38 44 17
69 73 18
23 55 88
16 17 97
39 67 76
31 44 33
55 56 75
30 41 57
33 85 82
25 75 85
5 57 14
4 10 100
1 64 27
23 35 3
25 51 94
13 83 35
46 55 89
12 71 51
72 88 44
45 88 5
39 73 73
39 85 5
55 77 72
33 83 56
25 49 50
47 81 87
10 46 32
65 83 89
7 8 52
49 54 98
18 86 95
52 60 12
30 51 86
3 20 99
18 41 96
18 45 91
24 62 22
44 93 82
14 26 86
18 57 23
16 89 21
33 55 15
9 69 53
53 82 30
44 50 33
2 83 35
10 74 30
11 79 79
75 86 77
23 45 1
48 50 16
2 74 91
37 69 97
18 55 85
17 61 6
28 58 54
47 90 28
39 40 80
8 47 80
38 64 97
11 67 93
41 73 40
24 52 78
68 83 38
75 83 47
7 33 49
8 34 55
27 44 46
19 33 33
26 92 78
7 53 53
72 90 39
9 40 92
63 68 79
52 66 18
24 78 33
49 50 96
7 64 46
39 59 53
45 53 14
30 57 3
23 80 27
5 40 84
12 78 43
5 67 6
45 54 79
6 80 6
37 56 83
16 59 84
74 84 35
23 28 57
12 18 6
62 72 49
54 58 85
24 84 84
72 91 10
9 37 6
22 88 63
41 55 59
66 67 52
18 21 92
68 89 72
5 45 90
2 40 6
13 80 84
15 56 13
12 87 62
65 77 42
30 35 67
10 29 97
46 61 37
10 61 79
14 52 70
18 61 6
59 67 37
7 30 70
26 61 43
54 91 5
5 93 18
55 65 76
29 33 13
6 67 47
38 93 6
58 77 83
56 76 27
56 80 98
33 88 94
51 75 5
68 70 67
52 89 91
1 53 12
4 42 17
13 82 55
8 11 98
29 65 96
1 80 81
48 76 81
47 63 69
9 56 69
8 55 61
84 89 40
28 47 30
8 14 28
12 80 22
41 79 2
14 84 15
35 37 59
39 72 7
13 39 83
46 64 31
11 21 84
13 67 53
23 63 42
25 92 93
65 80 93
51 57 19
50 73 49
37 80 52
10 37 89
10 73 60
49 71 92
5 11 85
29 87 98
73 75 94
29 69 14
11 38 24
41 46 12
24 64 51
16 22 73
24 60 36
21 79 84
13 30 59
1 29 9
9 53 87
51 54 67
12 66 96
89 91 71
26 58 81
40 70 1
55 70 67
58 83 8
2 76 72
61 69 66
34 36 31
72 77 78
48 86 28
29 54 58
7 27 78
12 63 78
21 43 20
25 64 54
17 91 40
30 91 62
48 65 89
36 43 51
18 39 56
9 34 1
5 70 25
22 73 41
6 47 87
63 78 83
54 87 89
43 88 8
81 89 88
15 36 34
46 57 84
21 83 55
11 87 2
28 66 88
22 36 37
37 57 97
6 15 44
70 92 80
79 84 23
32 63 69
6 79 21
21 90 32
22 65 9
16 43 15
57 92 63
14 18 52
1 69 54
29 93 30
39 64 71
37 78 59
46 47 80
55 89 20
37 81 84
23 91 38
2 62 98
59 66 32
81 83 1
39 93 99
16 70 37
13 56 84
10 84 19
54 69 68
42 69 68
7 77 73
14 22 82
33 34 92
55 60 4
38 66 29
80 83 70
20 45 45
7 45 81
1 58 96
69 90 95
10 72 95
51 93 97
53 54 11
45 60 31
4 41 76
7 56 33
42 83 15
18 74 38
45 66 72
62 78 64
7 38 71
35 59 41
40 43 14
22 45 27
9 80 44
9 61 60
61 87 33
62 88 8
25 84 92
8 31 71
17 45 58
43 66 42
40 44 10
44 80 40
8 56 45
27 71 71
29 88 93
40 62 7
12 75 16
8 60 6
23 32 52
28 56 9
3 89 70
27 73 51
31 69 53
10 79 100
10 36 42
6 12 65
29 45 7
14 70 8
12 27 12
6 33 65
8 91 13
45 68 37
3 92 65
13 46 68
29 74 31
45 64 45
46 49 47
4 49 30
14 35 26
2 38 83
2 66 89
15 68 32
35 71 69
11 18 4
57 69 63
27 36 29
52 57 92
22 75 77
84 90 64
24 57 7
18 43 14
35 40 50
15 80 54
26 37 24
79 85 57
87 92 9
68 74 91
5 85 4
23 43 59
31 92 95
24 75 90
28 63 48
28 35 9
49 82 88
67 72 77
31 85 94
32 48 33
18 37 22
40 61 18
10 38 89
7 21 38
12 58 35
32 91 76
56 58 90
44 70 67
28 64 98
49 70 39
25 62 73
70 91 22
33 58 49
34 65 18
52 85 66
21 76 80
6 83 32
17 79 37
42 85 14
17 88 77
20 86 77
50 85 43
43 79 61
54 74 41
7 22 52
20 26 23
48 49 4
25 35 1
20 89 10
18 42 15
19 53 31
12 20 75
10 77 46
73 93 30
79 87 82
67 86 63
20 50 32
25 42 50
17 56 34
22 76 60
40 79 26
19 21 31
15 54 37
4 71 36
60 89 73
65 93 91
19 88 10
3 9 47
74 87 74
30 71 10
9 70 37
11 73 17
33 73 61
18 27 46
58 73 77
64 83 90
3 82 38
47 50 72
68 93 57
57 66 71
53 56 87
41 64 40
26 39 84
16 85 53
62 86 46
73 90 80
5 59 22
45 83 73
43 93 70
73 76 10
1 19 85
17 24 6
20 67 44
10 60 85
41 66 11
14 51 34
19 64 1
34 61 78
19 75 29
57 65 79
78 90 74
1 71 19
11 63 19
46 62 47
33 59 79
54 88 47
28 85 100
59 89 19
5 53 59
1 11 27
36 64 94
13 69 11
6 23 81
66 73 74
25 57 23
42 64 6
4 17 89
74 78 28
38 39 82
38 41 49
46 56 27
82 87 93
50 76 73
17 33 57
39 89 31
24 53 60
18 59 84
53 61 62
3 51 97
13 90 37
59 77 93
22 85 52
56 60 46
81 85 20
14 87 4
77 93 58
30 32 23
12 35 22
7 34 36
54 76 10
27 66 71
23 41 11
2 73 82
84 87 63
10 92 45
17 25 90
33 76 23
42 44 44
7 93 6
27 32 45
34 68 83
6 31 16
19 93 78
13 54 50
34 86 77
34 87 3
8 74 1
71 86 78
29 55 44
33 48 1
28 45 16
27 35 23
19 85 38
4 53 26
50 67 61
43 61 39
44 47 57
25 55 80
75 89 64
46 70 12
22 80 8
37 50 99
50 52 14
3 15 70
24 66 40
52 58 25
12 46 28
64 73 75
16 38 48
10 56 3
3 13 56
7 73 42
19 90 48
50 78 75
42 93 41
12 30 12
23 54 67
66 72 1
50 62 95
47 71 94
23 84 27
18 83 23
36 71 75
7 90 93
1 18 65
8 68 99
13 78 85
49 63 80
34 48 76
35 72 71
5 74 41
49 64 88
48 88 17
55 86 8
34 66 48
68 91 11
41 53 35
54 70 11
62 79 62
83 93 68
1 57 21
63 65 84
21 24 100
2 54 14
16 56 2
76 90 15
15 46 34
11 88 12
27 90 13
4 45 63
13 86 25
38 72 56
2 68 74
2 5 10
44 68 29
23 60 50
6 76 56
43 78 13
25 40 69
23 44 8
30 59 30
51 58 38
22 64 7
21 46 83
68 69 2
51 88 78
40 85 4
77 84 19
62 69 61
37 52 91
24 31 8
60 82 60
9 88 71
34 71 72
8 22 73
16 86 30
41 51 75
16 91 11
24 37 80
1 92 36
55 74 87
15 64 34
14 42 39
35 48 99
11 28 50
1 12 47
3 28 56
3 46 42
62 63 43
2 44 67
43 58 39
14 75 41
18 75 31
19 28 49
19 71 18
2 58 97
50 74 87
5 32 67
12 70 44
76 77 33
39 47 40
74 77 77
28 60 94
61 72 97
55 88 95
42 82 1
53 79 2
1 54 23
58 67 65
73 84 8
19 57 51
46 93 39
9 16 40
6 8 53
73 91 15
74 88 81
66 77 10
49 89 87
16 66 3
67 89 92
20 81 59
39 54 96
2 41 70
44 60 20
32 90 98
38 48 48
40 45 6
43 69 32
43 47 94
50 88 68
69 81 58
30 45 28
64 77 74
13 66 76
40 93 26
9 82 10
6 40 27
66 85 21
20 22 8
20 24 43
51 90 23
36 49 93
28 81 26
8 52 61
27 51 51
1 93 7
21 91 50
19 42 84
15 77 91
56 87 75
6 60 51
26 80 71
15 86 54
21 56 61
65 67 70
42 46 59
26 54 1
48 71 38
29 43 78
73 83 28
16 26 42
55 84 58
24 93 47
72 75 96
16 79 88
12 60 31
44 57 43
3 45 44
39 46 65
87 91 32
49 57 4
53 72 96
36 47 46
55 78 8
15 27 8
89 90 83
57 79 73
28 71 6
36 80 28
15 49 71
4 22 80
14 53 31
2 90 56
56 89 80
1 16 50
75 76 80
36 66 23
7 81 74
27 88 44
18 70 30
4 25 80
60 81 72
34 41 45
3 65 2
40 56 95
12 39 19
5 37 29
5 87 84
37 64 66
34 72 9
24 50 65
6 61 44
61 74 42
49 86 56
19 27 53
8 83 3
22 30 37
42 62 98
30 43 33
15 82 58
9 12 32
57 80 20
39 70 89
22 39 82
5 35 35
19 72 16
25 26 4
67 80 92
28 77 91
75 91 66
15 39 39
3 60 7
7 54 88
46 50 8
62 64 87
17 72 77
58 62 34
8 67 15
79 91 43
4 86 85
33 80 31
47 60 74
23 85 83
92 93 59
22 72 72
49 85 79
54 62 74
24 55 81
81 90 82
1 45 61
2 27 44
48 90 20
18 30 77
74 86 66
68 80 28
71 89 66
10 19 92
15 93 42
71 73 8
25 71 43
49 52 54
4 76 19
6 43 76
14 31 59
11 13 49
35 78 61
14 85 4
1 75 51
28 84 10
20 54 6
11 26 74
85 87 9
91 988
40 64 38
35 71 91
16 21 17
21 44 42
19 70 73
3 58 13
29 85 29
25 79 10
73 82 76
14 66 54
43 70 21
51 78 21
8 59 44
13 19 100
64 78 30
63 68 65
57 60 74
12 40 13
64 82 33
1 19 69
26 61 95
23 67 11
22 58 6
31 61 85
31 62 99
4 17 99
15 74 43
42 46 9
9 48 96
34 49 15
29 47 41
32 65 69
29 58 79
4 64 76
15 24 28
45 62 97
27 78 33
33 37 76
7 86 10
26 35 65
45 87 30
9 44 74
15 76 3
6 61 68
89 91 33
22 73 36
4 71 6
1 27 88
37 40 56
29 81 84
11 64 22
13 16 52
69 71 3
13 67 3
14 61 39
20 53 87
30 82 7
32 33 47
10 30 70
59 73 59
23 79 85
38 52 59
34 52 13
29 71 77
4 85 67
2 62 14
27 36 92
10 82 87
56 75 76
11 26 74
18 27 22
77 86 62
16 42 17
22 46 38
31 45 40
23 32 50
55 85 23
18 88 99
12 86 67
13 15 70
31 66 81
5 47 21
21 33 67
44 57 49
10 74 91
48 51 94
72 90 78
38 61 2
23 62 59
18 29 56
12 52 79
11 27 58
54 59 16
41 61 5
8 30 73
1 63 36
35 66 70
69 77 51
3 62 52
10 56 21
28 61 46
25 41 48
6 40 12
14 91 88
28 44 20
25 64 97
13 89 59
54 80 64
2 77 39
3 51 69
48 67 10
56 73 95
6 42 25
12 60 9
8 67 29
21 63 47
79 91 97
24 54 43
39 91 46
19 23 62
25 85 3
16 20 89
64 70 69
20 76 57
23 35 57
65 76 35
51 71 79
24 58 12
16 82 46
11 81 28
38 78 92
47 72 39
20 55 78
74 86 92
48 74 75
14 72 75
57 80 43
4 10 34
6 28 85
14 20 42
48 69 64
60 65 26
31 54 2
13 38 9
24 55 96
10 53 25
5 17 57
51 64 4
37 52 58
57 75 38
67 70 20
2 72 45
34 74 18
27 73 36
18 40 27
36 65 15
21 55 9
5 75 81
9 59 88
1 31 49
56 65 55
2 24 60
6 56 47
18 54 74
35 88 42
1 21 23
49 70 76
23 84 56
13 90 20
28 39 73
57 74 44
5 69 99
25 59 5
6 47 86
41 84 85
56 63 64
24 44 17
24 91 80
36 68 100
39 67 73
5 52 21
58 70 60
27 84 78
38 47 58
52 69 48
62 63 11
20 45 53
7 53 31
18 39 53
62 69 79
13 71 18
31 56 43
8 31 79
6 54 77
83 87 29
25 87 42
65 66 26
1 75 59
15 42 55
75 82 34
57 73 98
41 82 45
27 72 43
10 72 77
14 27 3
46 79 88
51 58 43
22 90 88
14 67 69
12 26 93
33 57 90
3 55 61
30 60 39
66 68 18
8 15 24
11 72 43
66 72 68
38 87 86
20 71 7
87 90 87
61 68 32
46 78 98
26 57 85
15 27 7
46 87 60
6 38 25
29 45 93
65 84 45
47 58 17
25 52 13
10 39 51
19 50 8
12 37 44
29 89 86
26 39 4
35 44 51
49 84 1
47 68 48
17 62 3
5 32 95
13 87 27
23 24 76
21 42 8
68 90 12
8 37 5
39 83 7
45 69 79
29 41 29
27 80 70
18 76 98
39 41 4
36 57 9
9 81 4
12 53 71
50 82 70
52 88 97
62 80 87
8 87 39
72 77 40
23 59 80
19 62 88
33 59 15
3 60 22
47 91 70
61 69 100
12 88 13
21 69 34
