10
85 3297
51 64 65
20 84 13
61 85 67
11 23 68
8 54 42
41 82 96
51 71 17
45 68 21
15 66 82
23 44 86
67 71 6
27 57 68
3 11 100
43 57 96
16 30 50
18 70 53
10 43 87
75 81 10
14 19 56
19 26 88
52 85 87
10 47 28
7 31 79
18 25 54
64 75 49
6 17 78
5 25 28
28 66 89
28 82 74
51 59 28
34 50 50
21 63 6
60 74 79
37 38 88
5 81 61
19 58 36
11 12 21
11 84 2
40 76 20
17 81 67
26 42 64
47 54 23
30 44 14
4 19 62
21 35 93
44 67 95
65 70 82
72 79 71
48 49 42
52 73 94
15 69 90
6 58 20
39 57 74
44 47 76
13 76 31
3 53 21
34 54 21
34 77 74
63 72 27
29 74 92
16 25 20
2 74 99
3 33 49
36 54 93
36 55 84
4 49 100
47 79 61
3 24 30
17 46 25
19 76 6
70 83 72
4 35 96
13 36 86
36 50 65
12 17 47
7 13 65
32 54 4
56 63 45
54 67 77
35 79 46
22 70 24
44 82 74
53 59 58
1 81 39
6 31 8
14 21 52
30 77 18
53 60 22
20 51 88
1 59 73
67 73 50
27 49 44
42 79 34
22 40 66
12 13 81
65 73 4
18 37 65
30 81 6
7 36 37
47 62 9
13 78 12
34 63 73
75 84 61
10 73 48
39 72 4
10 21 33
26 59 71
31 58 80
40 85 63
2 38 10
27 70 61
7 26 19
1 13 17
35 38 18
31 73 29
24 78 57
14 71 30
56 83 85
12 19 78
34 71 45
17 50 17
8 34 14
5 42 47
9 32 71
11 18 36
45 49 13
56 72 48
49 65 9
51 61 99
3 21 27
6 25 52
34 42 92
5 30 42
70 72 62
3 51 54
37 43 91
66 82 95
24 35 29
13 16 31
21 32 59
27 55 56
61 83 39
60 63 88
19 41 58
18 78 21
21 58 91
38 52 43
26 46 98
10 45 51
20 83 67
41 65 7
2 15 87
8 70 100
54 74 49
29 60 38
54 78 2
3 79 53
10 22 85
24 83 25
32 33 38
2 18 33
6 46 86
62 70 28
31 69 49
38 61 39
57 67 13
6 48 77
1 79 73
5 33 17
55 70 37
29 67 73
37 62 40
67 80 35
33 74 17
56 59 42
17 68 12
42 82 30
10 52 12
44 60 24
5 52 71
79 84 52
52 68 72
3 80 36
2 27 99
16 59 89
24 40 23
11 47 33
62 75 65
49 63 73
28 50 22
20 48 32
49 57 24
37 44 99
53 75 51
1 26 75
52 55 57
17 36 78
8 49 59
4 37 76
72 80 100
40 52 75
43 56 32
9 43 73
53 57 5
14 56 59
29 71 39
5 49 71
5 66 44
52 72 40
21 40 41
16 78 68
28 71 57
37 63 41
38 79 97
4 34 34
17 19 58
3 76 77
20 70 64
26 74 31
34 60 83
45 51 81
17 32 48
15 56 24
11 71 55
18 55 22
37 54 49
33 54 17
4 39 7
16 64 8
26 70 12
69 82 4
63 73 70
11 22 88
18 21 12
1 22 46
18 47 8
2 47 81
39 68 61
53 66 5
55 67 12
60 66 60
5 41 20
37 84 89
48 55 52
11 68 18
25 77 46
17 57 85
39 80 96
13 20 97
37 68 60
48 67 93
40 53 94
7 53 23
46 77 39
59 78 2
8 28 34
20 58 16
9 28 10
26 45 51
34 75 41
39 42 78
57 84 86
10 23 84
47 49 69
45 65 11
40 66 39
10 35 92
20 46 36
47 78 60
23 30 70
48 53 97
50 72 14
12 74 48
11 73 51
45 55 63
34 55 16
54 85 60
39 82 65
3 27 33
18 83 52
21 67 8
41 73 78
58 82 50
37 61 85
15 85 21
63 78 73
32 66 61
29 30 18
49 73 43
57 68 70
52 56 93
23 66 61
16 26 83
38 63 41
36 40 46
1 49 90
21 36 86
13 28 31
76 79 23
25 64 1
51 70 24
12 79 30
19 24 65
41 62 18
33 39 31
57 65 18
26 48 72
29 58 95
60 80 51
29 79 44
36 65 56
27 36 69
57 85 49
19 61 1
29 54 10
61 62 1
1 70 57
19 31 46
34 51 28
6 23 35
2 83 96
9 83 44
52 70 39
28 77 36
38 42 90
24 25 38
49 62 1
47 81 32
7 41 68
30 60 50
14 37 24
80 81 81
34 35 24
50 67 26
3 73 5
37 81 13
8 33 16
27 46 96
34 49 17
4 7 74
5 84 81
20 32 79
32 82 63
11 60 18
10 61 9
38 76 34
46 64 57
60 62 43
17 40 54
27 78 71
47 66 44
19 53 41
74 82 76
74 79 87
33 62 90
17 38 71
30 84 96
62 82 25
4 28 69
10 46 16
46 75 44
17 53 18
51 65 12
48 74 75
47 52 50
7 74 73
53 74 76
38 78 36
31 52 16
7 85 49
23 42 16
70 80 38
45 59 9
19 70 51
52 80 14
5 61 69
39 64 12
42 85 70
2 54 11
49 64 59
53 79 26
59 60 77
27 83 75
14 33 54
20 28 16
46 58 81
9 23 6
19 75 45
18 72 5
53 78 6
28 56 44
66 83 5
48 71 92
43 49 40
31 40 72
2 5 6
59 71 9
32 84 54
6 44 34
39 74 60
36 61 58
9 76 45
1 21 59
56 68 10
17 75 50
46 56 44
66 80 63
40 54 48
47 59 70
32 71 36
1 69 64
15 55 52
6 32 81
23 80 51
28 85 100
16 35 66
8 75 78
27 61 28
4 84 4
13 60 85
13 56 67
9 54 64
1 84 29
14 18 1
48 77 17
1 56 26
33 40 20
35 76 82
80 85 88
72 73 41
6 29 5
18 42 74
3 15 16
60 79 36
14 44 83
1 53 82
4 74 85
14 32 90
44 56 60
43 46 24
3 42 74
13 68 11
6 83 75
5 29 75
26 28 49
8 56 93
11 35 31
24 39 57
22 41 42
22 51 1
8 19 49
22 54 99
26 53 14
23 77 43
24 80 76
17 63 6
5 55 74
11 32 23
26 41 44
4 60 11
80 82 96
10 39 56
41 42 78
21 54 57
37 66 6
57 58 55
68 82 36
37 52 100
66 72 76
5 31 6
3 37 21
9 37 66
39 49 32
75 80 96
40 75 92
19 66 8
32 43 73
5 8 56
27 66 51
14 58 52
37 51 39
38 66 36
50 57 29
15 74 33
4 64 39
55 65 28
39 55 15
67 83 85
49 70 94
60 75 29
58 74 33
9 58 78
12 22 57
1 68 21
10 31 54
10 80 96
45 77 7
4 75 23
34 67 23
20 44 55
24 62 80
42 69 54
42 74 2
30 46 31
24 41 5
29 55 26
10 81 55
36 62 96
12 21 87
48 69 25
64 81 77
77 78 72
16 22 38
55 71 1
60 70 56
67 84 15
48 59 65
78 79 60
22 77 53
29 69 96
21 85 82
11 74 47
30 83 14
59 70 53
64 65 49
18 62 5
33 66 14
4 53 4
32 59 89
53 63 87
10 42 74
35 47 71
20 43 75
7 30 62
49 80 91
12 82 66
36 75 91
6 11 98
57 71 41
25 67 10
52 69 42
17 72 99
33 35 15
47 75 65
35 68 8
41 48 45
9 69 44
48 63 71
12 14 57
36 79 29
35 54 37
2 10 64
2 32 95
64 77 4
24 67 99
14 57 76
7 67 83
28 31 7
36 37 30
71 76 83
52 76 5
25 29 44
48 62 29
4 52 8
59 63 88
44 48 78
35 52 54
21 50 38
45 75 7
8 11 50
50 51 84
12 37 4
13 34 71
16 75 76
43 75 56
19 48 45
27 50 55
29 62 53
25 79 43
2 12 58
20 53 27
60 65 57
10 65 31
38 64 22
44 50 1
17 34 78
21 72 73
4 41 42
38 50 46
38 55 2
11 77 34
23 65 25
14 84 42
70 81 72
53 61 11
61 82 92
4 27 12
45 57 37
52 77 25
59 85 59
12 36 19
43 72 46
56 64 70
35 77 31
63 68 55
17 65 21
48 66 62
29 31 21
19 59 86
36 47 31
35 72 83
35 70 94
11 72 30
23 56 3
10 13 87
11 38 68
42 75 46
40 70 5
4 61 75
34 38 58
60 83 52
8 64 51
37 56 79
33 53 75
42 62 64
42 60 81
11 29 4
10 60 42
43 65 51
15 19 21
32 42 92
24 38 41
22 85 26
58 76 50
20 77 55
78 83 89
31 68 74
15 54 8
50 56 64
18 19 41
16 82 54
15 68 74
16 84 56
11 51 94
48 52 87
54 55 38
10 64 48
19 57 49
59 75 67
51 76 70
31 49 48
64 74 27
56 76 10
79 81 93
12 44 56
44 80 17
16 23 28
33 67 39
13 69 20
55 68 87
15 42 54
4 40 96
13 26 88
39 63 8
40 59 7
38 44 43
14 30 69
61 63 61
59 81 58
63 84 24
46 57 69
21 39 15
32 34 72
1 10 58
6 81 9
8 71 67
28 52 57
1 73 32
38 54 95
19 69 98
23 70 26
46 53 50
58 71 71
22 57 67
36 82 45
9 10 19
53 70 4
46 66 6
6 12 26
8 65 67
2 21 57
33 44 37
22 24 72
10 67 54
4 81 39
60 73 29
18 31 13
28 65 96
4 56 73
31 70 31
44 78 67
40 55 8
15 83 37
24 44 54
10 70 86
73 76 29
57 76 88
4 17 26
49 58 98
19 40 21
12 84 89
2 16 50
2 52 17
72 76 37
4 16 68
3 12 31
54 65 56
10 20 35
27 53 94
23 79 66
75 76 71
73 85 5
4 62 63
22 69 34
23 36 9
31 55 93
24 82 61
32 52 69
9 45 14
38 85 19
39 52 56
67 74 61
26 73 24
38 39 6
6 72 57
25 41 24
15 27 59
14 38 78
9 29 33
19 85 99
40 46 62
35 85 62
6 34 40
21 55 54
9 30 46
1 62 30
1 15 11
32 48 22
9 46 14
57 79 47
11 64 65
64 83 51
26 33 56
55 78 48
45 85 63
55 80 73
50 55 43
27 67 6
2 62 41
13 70 29
44 73 32
3 75 9
19 54 9
68 73 65
21 41 57
49 61 99
10 33 45
39 75 67
6 19 95
39 65 16
65 85 33
32 58 40
36 77 6
31 74 25
35 36 16
13 43 99
8 44 19
32 61 77
1 82 73
75 78 23
15 28 74
18 51 68
42 51 14
34 80 70
23 85 93
39 71 62
1 39 8
42 55 29
20 52 17
32 65 54
43 63 33
11 41 19
28 46 80
32 85 29
25 43 78
5 56 97
6 75 17
6 67 56
6 22 2
27 42 22
58 84 25
15 62 59
20 63 26
40 65 36
50 79 35
32 72 83
35 66 61
70 84 65
65 67 11
4 10 100
24 42 82
17 47 28
34 65 98
39 85 32
25 70 92
25 58 4
13 40 2
6 65 61
42 61 46
3 43 75
20 21 42
21 37 32
13 77 67
4 30 91
27 80 55
67 68 48
13 73 83
16 29 70
35 65 68
18 32 96
3 56 100
24 53 16
65 78 22
61 66 52
13 32 90
84 85 71
41 78 51
16 18 43
28 80 2
19 80 60
12 28 62
10 56 35
56 67 78
17 41 77
31 42 4
17 39 65
68 69 20
20 40 20
68 78 3
1 50 30
9 12 21
16 61 29
48 70 45
56 66 71
44 81 91
70 75 8
5 32 16
2 46 4
7 16 3
7 68 85
14 53 34
1 6 86
32 81 17
22 74 64
9 74 21
7 71 91
42 47 64
38 47 82
54 61 5
15 63 9
7 59 54
26 67 1
5 80 27
61 65 28
54 70 32
77 83 100
44 52 33
49 54 86
5 21 98
60 64 48
41 57 91
11 76 25
57 73 92
45 76 79
24 74 75
10 28 67
42 65 76
18 39 71
46 73 81
4 78 87
12 64 12
8 24 75
8 21 37
14 64 88
5 27 60
72 82 36
9 52 37
1 2 34
13 58 16
38 48 85
26 54 37
10 74 95
11 19 27
17 27 52
22 83 11
10 84 43
38 77 17
42 68 30
27 32 88
8 39 47
16 48 87
59 83 100
17 25 45
22 34 83
12 59 84
42 72 56
44 51 55
63 67 39
31 62 99
13 55 51
25 56 99
7 39 66
17 59 32
41 75 29
19 50 81
12 68 22
28 48 80
27 29 26
28 34 44
68 74 39
13 37 71
28 81 60
50 85 9
10 62 28
68 71 60
58 62 21
18 53 86
29 39 19
16 65 92
20 66 31
35 84 14
26 81 59
48 61 14
24 60 91
13 83 87
22 63 17
41 68 59
29 63 45
2 71 72
25 68 20
11 82 59
35 57 98
52 79 59
12 53 81
11 85 51
6 35 99
23 73 100
37 83 64
43 82 27
16 70 24
12 83 64
40 71 44
18 69 50
36 58 62
32 51 66
3 55 44
15 32 89
17 31 35
45 81 81
33 51 5
21 53 79
14 49 33
4 65 77
11 59 65
27 43 67
10 27 81
24 52 14
7 28 53
3 18 26
9 62 45
66 67 69
28 72 24
28 67 98
9 53 87
18 65 38
23 45 64
47 68 44
5 73 99
25 59 9
39 45 74
4 59 88
14 68 34
54 75 12
14 85 7
37 64 82
3 5 20
62 65 34
57 70 23
28 64 65
36 74 10
29 41 99
3 69 17
47 77 61
58 60 50
1 20 47
35 75 72
38 67 18
55 59 40
9 19 81
4 68 76
9 56 58
43 83 22
42 43 55
9 78 58
3 40 60
7 15 93
17 69 59
7 77 37
38 74 90
3 48 24
17 55 99
3 72 53
22 35 55
21 80 78
83 85 92
43 53 62
18 71 95
47 85 96
70 76 21
11 66 94
21 42 89
42 59 82
69 83 27
19 71 58
11 55 5
13 57 53
24 56 9
17 33 17
4 85 93
7 62 91
35 71 47
12 51 14
23 40 61
1 41 8
50 83 88
56 58 41
52 78 34
66 81 11
9 41 67
12 31 15
5 37 87
29 82 88
51 72 16
67 85 61
14 54 55
2 43 82
19 44 96
8 16 73
29 52 23
55 85 74
28 39 92
58 73 41
45 74 32
29 49 89
25 82 52
14 67 42
26 31 67
46 70 100
43 80 72
44 59 32
63 82 2
41 59 40
17 18 44
63 83 38
43 66 99
12 57 33
53 69 82
21 74 29
15 47 12
21 68 5
56 69 54
30 73 52
26 62 14
30 80 81
8 85 12
31 80 69
2 77 2
49 56 66
2 20 29
30 70 69
35 41 9
26 85 20
53 65 25
56 61 19
27 77 56
52 75 92
59 65 39
14 66 79
59 79 89
46 52 92
1 52 58
14 25 16
35 53 99
18 75 75
55 81 61
6 64 16
13 59 87
3 49 82
23 59 93
11 25 55
33 48 24
23 43 66
14 34 82
30 40 59
18 44 95
12 58 32
12 62 6
1 67 8
74 81 55
59 74 43
31 82 79
35 67 82
8 77 40
27 47 38
29 65 34
56 84 49
46 61 9
28 43 83
30 37 77
26 60 51
11 50 26
41 85 93
50 77 58
20 68 71
23 67 53
40 77 62
55 79 67
37 46 9
1 64 87
38 83 91
4 44 81
11 49 86
43 51 41
40 64 24
8 27 63
20 65 15
33 59 71
30 33 53
18 28 73
10 14 57
20 76 59
15 72 90
36 57 26
34 69 97
2 13 45
38 51 67
17 30 24
14 40 100
57 63 57
57 61 70
30 65 56
23 26 71
60 61 87
23 69 84
50 60 15
53 85 99
33 77 40
2 67 43
4 50 47
31 84 23
46 67 9
69 76 10
32 68 22
28 38 21
1 77 26
34 79 80
4 8 96
50 84 70
60 76 64
7 34 15
6 24 31
21 34 68
31 65 64
3 36 98
22 53 50
55 61 47
39 84 55
36 39 23
17 80 15
18 40 88
53 81 97
8 14 43
5 85 86
39 43 52
38 49 88
19 47 3
46 79 5
15 34 64
37 47 65
24 47 79
37 74 19
26 51 99
35 81 91
22 33 37
31 64 97
37 70 51
9 85 77
23 33 100
15 67 22
64 78 98
1 58 76
53 73 42
73 82 69
5 48 70
76 82 47
21 78 57
8 63 94
26 43 71
50 63 39
22 60 5
21 57 21
30 59 51
10 48 52
16 38 5
43 78 26
24 33 4
1 74 28
15 50 31
44 49 99
16 72 95
12 69 60
8 73 66
15 37 14
8 48 91
15 82 33
43 81 58
56 82 33
26 36 64
23 68 31
8 51 100
32 55 85
22 45 71
34 68 94
58 70 43
54 57 66
49 85 87
31 54 94
46 71 38
55 82 55
10 85 31
1 28 94
5 59 27
30 63 21
22 37 9
31 35 32
41 43 60
57 74 46
43 70 73
40 61 94
23 78 100
2 44 61
47 83 37
13 66 13
72 75 40
33 79 75
29 38 11
41 70 44
49 78 24
11 44 35
51 78 41
33 46 88
78 84 53
4 80 30
42 73 36
5 76 92
17 78 7
35 50 34
33 78 53
73 75 17
14 23 98
30 36 17
7 66 84
51 53 68
11 63 28
51 62 74
61 70 11
64 72 80
2 36 93
5 79 22
4 42 83
6 37 98
18 29 84
7 73 43
12 39 100
13 53 27
32 56 41
48 68 36
16 77 95
48 83 32
66 84 4
29 59 81
22 47 5
4 76 33
21 24 95
47 70 94
20 72 35
44 45 25
43 60 5
32 63 5
35 58 27
16 62 7
37 57 10
13 24 55
7 24 58
14 83 26
21 49 68
36 66 60
38 59 95
13 52 77
6 30 33
15 23 99
3 52 20
9 42 15
39 73 23
20 27 41
37 65 49
36 45 40
20 35 99
66 73 14
30 62 15
31 39 56
24 63 58
40 47 14
6 66 34
57 59 95
41 54 85
70 78 96
5 11 23
2 51 55
51 55 25
18 22 26
4 25 22
21 62 48
64 85 64
23 39 5
10 41 22
27 62 15
5 45 99
35 45 16
5 50 90
49 76 52
26 52 92
11 52 88
71 83 55
66 85 15
24 28 97
4 70 91
37 79 78
28 32 42
15 22 44
19 65 70
7 17 31
6 80 5
18 61 16
32 77 12
16 27 66
3 20 52
40 84 89
22 72 89
30 52 85
4 69 48
13 61 15
17 56 94
68 72 58
22 23 34
5 19 54
30 48 98
35 59 55
64 69 49
33 69 80
5 63 59
41 45 48
30 66 35
14 59 22
39 78 33
68 85 3
12 20 46
39 69 96
53 67 52
54 73 13
22 61 48
43 45 74
12 27 4
20 30 26
30 74 16
10 71 74
58 75 11
9 25 33
6 79 17
39 59 70
1 27 39
26 68 44
33 85 77
37 39 7
49 55 31
52 67 89
14 77 32
6 8 36
19 30 75
8 55 9
27 79 18
6 47 20
23 82 62
59 69 90
8 76 69
18 85 30
50 82 57
26 40 39
25 73 45
16 57 42
2 40 28
18 82 80
79 83 50
69 85 90
33 68 42
23 34 28
10 72 45
28 36 74
31 48 36
15 81 88
36 51 32
59 66 21
19 79 50
4 83 54
60 85 85
27 74 3
36 78 52
22 75 29
52 60 5
29 40 91
27 63 43
16 67 64
3 63 62
30 54 43
4 21 99
53 71 47
55 84 48
54 83 4
2 79 13
1 80 51
76 78 32
1 12 98
57 80 5
25 85 68
14 17 76
44 69 64
32 40 57
75 82 31
11 16 74
4 23 88
30 50 75
4 77 43
2 58 8
12 33 75
26 80 9
11 81 19
27 40 62
45 48 97
5 12 37
51 63 83
37 49 83
71 74 44
42 76 71
42 54 49
8 46 8
21 82 57
6 50 24
61 84 13
3 29 93
45 46 39
34 81 21
27 33 46
35 82 19
22 55 100
46 47 98
23 51 89
9 40 50
23 75 86
61 72 19
10 54 54
49 72 72
30 45 71
5 15 27
64 68 91
22 64 92
5 16 3
29 46 26
32 44 89
8 66 53
29 68 71
8 29 74
36 48 20
22 44 24
18 50 29
69 72 36
50 58 30
54 62 24
1 11 30
10 40 63
4 14 80
7 12 36
56 78 30
31 76 77
16 37 73
33 57 48
44 62 37
7 20 60
16 76 17
60 69 34
7 72 35
4 45 71
8 13 10
13 85 2
11 69 11
20 47 83
59 64 14
16 49 82
6 7 80
16 45 48
55 72 99
61 69 60
29 57 11
21 27 22
28 29 57
35 55 44
25 61 22
14 41 57
3 16 19
55 74 32
59 61 84
38 45 94
7 35 72
33 55 71
72 85 87
10 26 100
9 21 4
74 84 30
15 38 28
3 45 80
8 25 57
13 64 67
1 45 67
6 55 16
14 82 43
15 79 78
11 17 76
48 82 63
35 56 48
36 71 40
21 56 79
30 67 78
10 68 69
23 27 46
8 80 27
48 54 4
9 61 36
54 58 19
33 63 88
18 36 32
52 83 57
30 51 58
63 66 66
15 76 52
15 24 17
51 82 92
20 60 23
35 43 33
67 77 37
40 67 77
36 83 16
5 43 14
9 65 39
16 39 14
47 58 24
8 41 69
15 60 31
19 22 76
49 81 83
18 73 4
7 60 53
13 54 19
10 30 69
21 47 24
17 74 97
6 82 89
8 10 55
52 66 57
9 47 55
14 51 38
62 78 91
26 35 97
56 75 12
4 15 93
81 82 97
38 80 97
65 66 46
22 71 57
21 84 44
35 51 23
32 38 9
23 25 100
58 80 65
19 68 48
47 53 5
24 49 4
22 30 68
33 49 19
53 77 85
27 85 5
31 57 7
56 57 52
2 50 57
39 77 93
40 81 39
13 82 49
50 80 10
12 54 73
8 17 4
3 61 7
33 65 73
4 18 29
38 84 35
31 56 24
38 71 96
13 49 76
31 59 26
8 82 92
8 31 89
16 42 16
20 57 34
2 76 22
71 82 56
69 73 56
5 68 51
30 38 1
8 40 85
9 70 14
11 24 43
34 52 68
13 35 13
25 32 71
15 61 88
26 34 94
36 64 97
36 43 57
61 71 95
36 81 95
65 83 33
5 54 95
4 57 9
38 41 84
8 32 17
9 31 98
20 25 87
28 47 5
60 72 41
28 40 96
31 53 36
19 37 16
18 45 33
8 45 17
67 72 72
56 62 63
10 51 19
37 71 94
37 82 98
1 16 70
30 69 19
54 66 52
6 36 71
5 62 48
18 52 66
20 22 67
50 52 58
15 75 35
8 84 62
10 50 88
44 63 76
69 80 37
11 62 36
61 68 98
59 73 21
35 73 71
45 66 54
17 48 1
14 81 34
14 69 59
71 73 84
30 72 62
18 80 69
16 74 98
63 77 69
46 55 9
12 48 18
8 12 92
69 70 86
8 61 62
27 48 90
37 50 84
63 81 44
18 58 59
26 44 31
1 83 14
12 46 31
28 54 53
75 85 83
41 55 19
72 74 35
10 55 46
43 67 57
8 15 11
46 81 58
19 35 75
6 49 90
24 65 42
33 81 65
9 51 82
23 58 80
5 7 80
23 83 91
19 49 37
53 72 5
29 66 17
13 79 72
29 42 30
26 47 90
36 46 55
32 73 34
55 62 19
9 33 84
1 7 93
60 84 92
33 43 4
13 75 53
21 64 30
6 38 85
44 77 65
3 67 25
46 50 86
76 83 94
41 63 30
21 52 79
1 31 71
4 12 42
3 81 20
31 75 5
26 49 23
12 61 6
33 80 16
33 76 80
29 83 23
24 66 75
38 73 37
14 43 83
64 79 64
5 64 92
44 83 27
21 60 52
8 23 26
47 60 40
10 53 13
48 57 52
56 81 70
2 57 20
9 50 87
62 85 2
21 59 61
2 35 98
19 78 20
3 74 46
22 26 80
31 61 56
27 30 4
1 46 9
2 73 17
20 23 74
62 76 18
48 84 3
65 68 46
40 51 43
3 22 46
27 54 43
5 65 64
51 54 15
48 72 39
29 84 69
8 62 50
6 61 92
59 84 28
19 25 43
36 73 71
16 24 32
41 49 38
14 48 94
55 63 94
78 82 34
57 82 28
41 64 66
41 80 48
27 65 24
3 59 31
82 83 5
20 55 76
11 31 72
37 41 42
45 78 26
5 35 76
38 53 70
41 72 64
8 43 47
44 55 84
5 77 75
27 38 2
41 67 12
28 78 74
38 69 32
5 40 63
32 79 9
41 76 64
13 31 94
14 24 87
27 81 47
6 20 60
6 41 35
49 59 19
67 79 13
67 82 29
23 29 33
6 54 32
55 75 27
1 36 100
12 15 54
25 50 54
43 62 80
6 13 85
26 69 23
13 74 96
