6
30 396
33 51 50
35 40 1
12 46 93
45 55 25
7 43 44
3 49 66
2 15 43
31 32 73
40 54 3
22 37 75
16 29 41
3 48 91
12 52 43
8 11 13
3 34 88
24 28 10
1 53 81
1 27 86
18 38 38
25 30 25
15 54 66
3 10 19
31 35 7
40 42 56
5 31 29
2 39 79
19 20 11
5 50 100
27 44 73
37 51 42
17 27 88
5 37 44
5 22 16
8 55 22
5 45 54
6 32 78
25 53 66
4 13 13
8 40 54
13 27 71
50 55 10
2 31 4
27 31 67
51 52 69
2 18 63
12 36 93
22 47 42
4 8 26
37 54 56
14 15 14
11 23 10
13 32 7
30 55 31
35 36 15
41 55 99
24 47 96
13 51 82
25 31 21
3 22 9
12 53 79
23 33 19
39 50 29
24 46 70
1 10 2
14 19 39
42 43 51
31 34 14
19 54 47
54 55 49
16 26 29
20 40 62
25 45 52
6 14 86
27 40 38
15 34 77
32 54 72
23 52 14
8 22 9
28 31 61
47 53 99
8 28 99
9 24 62
4 40 12
11 20 12
5 10 19
37 52 30
18 34 75
26 36 55
42 49 50
14 34 68
17 50 65
22 32 86
7 20 32
4 43 1
34 45 30
18 50 9
15 23 1
35 47 39
30 44 99
9 46 22
43 49 63
13 23 68
19 35 55
25 36 27
17 22 75
19 24 60
1 34 65
32 45 46
11 42 100
17 52 85
17 32 76
23 31 94
2 5 35
18 40 4
42 45 26
5 49 11
13 30 78
6 48 10
2 26 85
6 31 61
42 46 21
1 2 17
35 46 4
46 49 92
5 30 86
29 44 96
10 46 14
12 49 41
16 37 51
42 55 75
8 13 76
24 45 60
12 25 53
13 42 1
5 29 32
49 54 76
7 53 7
6 55 41
19 44 91
13 53 41
26 47 66
29 51 49
9 31 29
22 24 42
30 42 21
31 45 6
28 47 12
17 24 79
29 34 30
1 38 10
16 31 80
47 48 93
26 29 49
37 53 42
27 28 16
1 55 63
10 27 69
34 41 38
30 48 43
30 34 35
38 44 91
25 34 35
12 35 31
7 41 29
14 48 98
31 52 50
24 40 28
1 6 62
14 16 49
5 16 47
1 52 62
32 55 65
26 55 85
8 12 20
11 30 6
17 38 26
7 44 22
15 26 75
24 30 10
10 23 10
18 23 34
5 12 12
1 32 28
11 19 2
36 53 95
11 43 50
11 34 43
1 12 91
30 41 97
12 47 83
19 46 31
18 55 76
21 34 76
36 47 22
14 20 59
16 38 60
12 27 3
20 39 33
12 48 31
15 25 64
30 43 28
34 44 19
7 51 77
44 47 81
4 53 42
34 49 65
15 40 95
5 15 100
21 27 44
33 41 9
4 41 76
11 35 38
11 29 30
10 35 55
28 36 15
8 17 11
35 37 38
31 54 65
15 41 64
1 26 64
17 23 37
31 49 78
7 9 20
6 22 73
13 26 46
3 54 97
19 32 14
41 51 24
4 7 23
9 22 34
33 39 79
23 54 22
8 27 62
13 47 54
15 28 34
14 52 45
15 35 38
2 40 73
14 23 11
17 29 4
3 8 51
12 54 48
16 19 21
23 39 24
36 46 18
24 25 7
3 11 65
45 54 22
8 53 72
41 47 20
4 23 43
13 15 12
3 20 24
20 30 83
9 51 60
17 37 15
35 52 70
6 43 98
10 29 24
4 52 87
8 30 27
31 47 55
7 33 91
38 51 4
39 43 97
28 35 63
18 44 16
15 22 41
18 32 84
25 51 59
18 48 92
39 40 19
15 48 18
25 41 42
37 47 34
36 40 32
20 29 93
20 48 20
15 39 79
16 32 95
10 18 53
50 54 3
29 33 17
8 48 83
13 34 34
29 48 99
3 44 89
26 42 42
44 45 82
14 27 28
33 47 12
33 37 43
8 15 13
36 55 99
28 44 71
6 30 35
40 49 45
7 49 48
21 113
10 18 60
1 15 77
7 17 77
6 21 31
5 19 97
10 16 12
7 8 72
5 14 48
12 18 61
12 15 19
1 16 7
5 20 76
4 19 42
2 4 94
2 10 70
7 19 39
15 18 10
2 8 75
1 9 32
10 19 51
7 20 87
13 20 48
7 13 43
11 16 100
7 21 5
7 11 42
10 11 20
10 12 27
8 15 92
9 21 47
1 12 91
11 12 55
9 10 79
11 13 22
7 16 28
2 21 34
7 12 78
6 8 27
4 12 33
8 11 15
4 16 22
4 11 45
5 7 38
5 10 96
3 10 16
13 15 27
15 17 23
3 8 54
15 16 81
3 21 32
2 20 97
6 12 15
3 4 53
1 10 34
3 11 39
20 21 40
3 20 16
9 15 46
1 4 1
8 18 2
2 19 4
3 13 59
4 21 40
5 12 36
10 13 8
6 19 43
14 21 22
13 18 34
3 18 10
9 11 99
5 16 40
14 20 66
6 9 34
8 19 29
8 21 71
2 17 23
16 21 65
4 5 19
12 17 38
8 12 10
9 14 76
4 14 23
1 3 26
5 18 15
1 19 78
7 14 34
9 12 64
8 9 11
1 20 5
14 16 30
8 17 49
11 21 53
17 18 30
11 18 57
10 17 51
11 14 5
12 20 62
4 6 43
17 19 96
2 14 1
8 20 100
1 5 32
11 17 27
12 19 32
2 18 72
1 21 99
6 11 66
11 15 6
4 7 88
2 11 56
3 5 1
16 17 53
2 16 35
21 165
11 13 89
8 11 38
4 8 97
7 21 36
5 11 36
9 14 31
3 6 73
2 11 58
7 20 43
6 8 38
6 18 38
16 18 79
2 9 30
9 18 99
10 21 44
5 8 38
3 12 24
10 19 73
20 21 41
3 21 37
13 21 42
13 20 8
10 12 1
6 21 6
6 10 82
4 18 3
9 19 24
4 13 68
14 16 35
8 14 68
3 14 14
1 15 11
3 10 71
19 20 21
10 11 66
9 20 94
1 2 20
9 17 60
1 4 19
7 8 61
17 20 17
5 20 100
8 13 18
10 16 49
1 21 41
2 21 71
4 17 28
13 14 69
14 20 85
7 11 49
7 13 68
8 20 98
8 19 45
15 17 20
12 13 63
6 12 62
1 13 28
5 18 58
13 17 96
7 10 100
12 14 96
9 21 25
8 21 42
7 16 66
6 17 58
11 14 99
13 16 16
2 18 82
5 7 23
10 15 60
4 15 67
11 20 66
13 18 17
13 15 44
18 20 56
5 15 40
10 13 93
1 11 81
6 19 34
8 9 37
12 15 41
4 10 49
1 18 86
5 17 13
3 11 82
4 14 14
8 17 56
6 9 75
3 4 91
6 15 6
1 3 18
8 16 82
5 9 1
4 19 43
1 6 12
1 19 49
2 5 22
1 5 91
1 20 89
3 7 89
2 15 98
10 14 62
7 18 68
4 9 5
11 21 97
8 15 3
2 19 16
3 9 91
2 7 14
2 14 44
16 19 63
9 10 14
11 19 43
5 13 41
11 15 84
7 9 6
19 21 33
7 19 81
14 18 46
3 19 44
2 17 70
6 16 9
13 19 100
1 10 77
16 21 56
6 11 34
1 14 83
10 18 57
3 15 82
6 7 23
5 10 10
12 16 96
9 11 89
4 21 69
5 12 46
4 12 49
6 20 33
12 21 100
17 21 48
1 8 65
17 19 51
1 16 16
4 11 64
6 14 82
2 12 83
2 13 73
12 17 14
15 21 87
5 14 76
3 17 26
15 18 24
15 20 90
3 18 85
2 8 55
18 19 27
2 20 15
15 19 21
7 12 48
2 10 5
14 19 75
9 12 85
3 13 63
9 16 32
5 21 7
7 15 69
39 276
27 28 30
14 38 51
26 29 58
22 39 26
7 28 3
2 22 44
20 23 1
1 17 19
8 20 20
3 31 17
31 39 98
20 28 89
11 35 96
11 36 1
11 16 52
27 29 96
17 34 35
30 33 83
14 35 97
18 25 32
4 12 17
25 30 5
10 35 59
9 28 49
4 20 94
10 36 62
21 31 19
17 22 80
19 25 44
4 13 34
21 32 21
28 37 46
12 37 86
7 29 94
1 23 73
28 35 75
9 20 1
1 22 51
18 23 51
15 38 62
8 11 15
26 35 92
23 38 80
6 39 10
10 24 94
5 9 19
23 32 26
9 16 57
9 15 49
6 36 47
9 32 4
12 20 96
12 15 24
12 27 44
12 22 79
17 18 57
25 36 34
7 15 35
32 38 64
2 11 96
9 30 10
1 25 76
12 13 12
30 37 83
2 35 72
28 33 92
24 32 28
6 33 25
24 29 49
10 38 79
24 26 47
8 22 97
9 11 62
22 36 44
2 8 92
4 6 57
2 36 17
16 38 25
10 29 40
1 20 82
25 26 63
4 38 25
8 27 24
31 35 73
19 24 61
23 34 98
4 27 99
21 33 59
3 27 11
25 27 28
11 17 66
9 18 11
19 37 25
12 23 61
17 20 55
5 32 45
5 38 38
20 32 20
13 14 60
8 14 50
6 18 60
31 34 92
4 10 37
10 21 48
14 31 2
9 21 67
7 39 14
5 22 94
3 34 47
13 35 53
11 19 54
3 4 1
7 20 18
16 32 34
34 37 67
3 12 33
24 28 57
1 15 61
12 38 66
2 14 59
14 15 57
3 5 47
9 31 92
4 9 43
5 24 89
22 23 62
28 34 41
22 28 77
3 21 70
27 30 22
21 27 74
7 14 68
14 24 75
5 8 80
4 8 81
12 19 95
15 35 83
8 23 22
30 31 8
6 28 27
22 32 86
4 32 89
34 36 32
29 38 81
19 27 85
23 26 96
4 16 30
23 33 63
2 24 39
16 17 97
21 22 96
8 28 56
14 17 92
1 10 64
20 27 92
16 24 100
5 30 5
11 26 22
32 35 35
7 10 40
2 3 100
15 27 18
29 37 60
4 7 79
13 26 69
6 31 44
10 28 67
28 39 7
26 37 96
12 14 5
2 20 13
25 39 98
32 34 26
2 5 95
2 4 35
23 24 79
38 39 91
10 19 42
9 14 2
16 25 54
20 21 76
19 33 98
10 27 94
6 26 62
19 36 70
5 17 97
29 34 45
19 35 34
4 18 18
13 15 98
4 28 26
3 15 57
20 35 63
25 28 32
3 29 95
25 31 57
16 19 75
7 38 50
1 3 13
10 33 29
23 31 45
3 6 55
16 39 78
3 13 52
2 29 49
27 35 49
20 31 87
5 25 82
5 7 33
4 30 50
2 32 68
7 30 21
11 25 7
5 35 71
31 33 95
9 38 88
11 20 6
19 30 94
23 37 96
3 23 98
14 29 2
9 36 55
27 39 28
14 19 89
7 8 16
17 28 15
13 20 20
15 29 55
12 17 91
28 36 20
2 15 93
10 26 4
7 9 7
17 26 27
10 15 47
7 13 7
20 26 70
18 33 80
11 14 74
22 35 73
22 25 88
11 24 86
12 26 15
25 32 43
1 16 5
19 29 8
4 39 70
19 38 71
14 22 44
2 39 64
17 37 100
7 19 16
20 37 89
10 14 82
16 21 23
8 33 75
6 19 82
30 32 51
27 38 54
1 39 85
10 30 3
1 28 97
4 34 49
7 23 6
25 35 23
19 28 92
35 37 33
29 31 35
29 30 25
9 25 84
30 38 62
14 37 56
8 35 74
24 34 15
21 34 22
4 26 96
